#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	1000801248_metaphlan_bugs_list	1000801318_metaphlan_bugs_list	1000801368_metaphlan_bugs_list	1001301158_metaphlan_bugs_list	1001301248_metaphlan_bugs_list	1001301318_metaphlan_bugs_list	1001801138_metaphlan_bugs_list	1001801248_metaphlan_bugs_list	1001801318_metaphlan_bugs_list	1002701138_metaphlan_bugs_list	1002701158_metaphlan_bugs_list	1002701278_metaphlan_bugs_list	1003101118_metaphlan_bugs_list	1003101188_metaphlan_bugs_list	1003101278_metaphlan_bugs_list	1004001168_metaphlan_bugs_list	1004001278_metaphlan_bugs_list	1004001348_metaphlan_bugs_list	1005601098_metaphlan_bugs_list	1005601168_metaphlan_bugs_list	1005601348_metaphlan_bugs_list	1050801308_metaphlan_bugs_list	1050801318_metaphlan_bugs_list	1050835178_metaphlan_bugs_list	1050835218_metaphlan_bugs_list	1060435158_metaphlan_bugs_list	1060435318_metaphlan_bugs_list	1060435348_metaphlan_bugs_list	1060801198_metaphlan_bugs_list	1060801338_metaphlan_bugs_list	1060835148_metaphlan_bugs_list	1061235118_metaphlan_bugs_list	1061235188_metaphlan_bugs_list	1061235278_metaphlan_bugs_list	1061635088_metaphlan_bugs_list	1061635208_metaphlan_bugs_list	1061635368_metaphlan_bugs_list	1062101108_metaphlan_bugs_list	1062101238_metaphlan_bugs_list	1062101338_metaphlan_bugs_list	1062301128_metaphlan_bugs_list	1062301198_metaphlan_bugs_list	1062335178_metaphlan_bugs_list	1062601228_metaphlan_bugs_list	1062601258_metaphlan_bugs_list	1062601368_metaphlan_bugs_list	1062701128_metaphlan_bugs_list	1062701298_metaphlan_bugs_list	1062735148_metaphlan_bugs_list	1062735198_metaphlan_bugs_list	1062901138_metaphlan_bugs_list	1062901218_metaphlan_bugs_list	1062901318_metaphlan_bugs_list	1900401198_metaphlan_bugs_list	1900401288_metaphlan_bugs_list	1900401398_metaphlan_bugs_list	1902401118_metaphlan_bugs_list	1902401208_metaphlan_bugs_list	1902401308_metaphlan_bugs_list	2050501168_metaphlan_bugs_list	2050501298_metaphlan_bugs_list	2050501348_metaphlan_bugs_list	4002101198_metaphlan_bugs_list	4002101298_metaphlan_bugs_list	4002135018_metaphlan_bugs_list	4003235018_metaphlan_bugs_list	4003235288_metaphlan_bugs_list	4003235368_metaphlan_bugs_list	4004235208_metaphlan_bugs_list	4004235248_metaphlan_bugs_list	4004235268_metaphlan_bugs_list	4004735328_metaphlan_bugs_list	4004735368_metaphlan_bugs_list	4004935158_metaphlan_bugs_list	4004935268_metaphlan_bugs_list	4004935338_metaphlan_bugs_list	4005935278_metaphlan_bugs_list	4005935328_metaphlan_bugs_list	4005935358_metaphlan_bugs_list	4006635198_metaphlan_bugs_list	4006635258_metaphlan_bugs_list	4006635278_metaphlan_bugs_list	4006635338_metaphlan_bugs_list	4006935208_metaphlan_bugs_list	4006935248_metaphlan_bugs_list	4006935358_metaphlan_bugs_list	4007135108_metaphlan_bugs_list	4007135118_metaphlan_bugs_list	4007135148_metaphlan_bugs_list	4007135288_metaphlan_bugs_list	4007235168_metaphlan_bugs_list	4007235278_metaphlan_bugs_list	4007435168_metaphlan_bugs_list	4007435248_metaphlan_bugs_list	4007435258_metaphlan_bugs_list	4007535198_metaphlan_bugs_list	4007535238_metaphlan_bugs_list	4007535358_metaphlan_bugs_list	4008435158_metaphlan_bugs_list	4008435348_metaphlan_bugs_list	4008435358_metaphlan_bugs_list	4009035168_metaphlan_bugs_list	4009035268_metaphlan_bugs_list	4009035368_metaphlan_bugs_list	4009835178_metaphlan_bugs_list	4009835228_metaphlan_bugs_list	4009835268_metaphlan_bugs_list
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	49.11684	66.57173	53.89217	2.92634	4.463	14.77486	5.24267	6.75328	7.91112	0.0	0.0	59.9729	0.0	0.0	0.0	28.7665	61.8547	65.39736	5.34231	7.48514	4.33601	98.81697	99.67388	72.52282	100.0	99.25738	99.82287	97.53682	92.35889	99.20283	97.79838	96.46678	74.62445	98.66852	0.0	0.0	0.0	0.0	0.0	0.0	47.55259	51.92166	90.18647	76.98303	92.90109	96.41626	4.40449	36.9508	7.03682	9.65076	8.55476	18.72539	9.55647	50.9767	27.26114	40.90213	0.0	0.11473	8.31725	55.73774	54.07589	70.32832	11.47988	15.2885	6.49533	0.0	11.32584	17.79558	15.77146	12.67519	16.19679	29.6331	22.0958	0.90709	2.52951	1.68337	13.52898	47.3161	99.50597	2.94732	12.9306	2.14898	0.0	4.85245	3.33291	1.92282	11.50751	9.67285	32.86288	45.99222	0.0	0.0	19.74225	3.46704	21.36566	44.52986	99.85683	12.62029	25.33598	61.24733	28.32752	1.40372	1.23516	5.71126	0.88731	5.9482	8.88493
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis	50.88316	33.42827	46.10783	52.97729	54.52431	71.89185	13.3716	47.08918	49.99126	87.32413	94.49872	31.9317	83.60836	97.45154	93.75295	71.2335	38.1453	34.60264	29.71196	61.71035	8.47256	0.39144	0.0	0.66802	0.0	0.0	0.13448	0.03299	0.0	0.0	0.0	0.07826	18.74353	0.90993	65.85917	72.79572	60.96668	97.91351	54.3178	67.87925	0.0	0.0	0.0	23.01697	7.09891	2.80149	35.19263	37.1972	26.49252	36.48579	68.29769	67.33642	55.71373	16.55785	40.44944	27.7825	54.583	78.5134	82.02491	15.51298	16.57115	17.73063	70.36773	39.94124	74.89316	64.29497	85.85169	72.59247	41.06714	46.41166	43.31433	37.02604	60.69186	29.78021	49.89854	49.4245	70.71446	30.04161	0.21998	71.7847	74.12822	68.78301	45.11145	25.63507	88.74882	67.55244	72.99674	75.1905	58.24893	43.81722	43.81042	68.2632	72.69383	88.61749	65.2984	52.88698	0.0	62.01421	47.43805	31.09433	0.0	73.69574	79.06778	67.28726	18.11547	33.83916	19.29238
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	49.11684	66.57173	53.89217	0.0	0.0	0.0	1.41211	6.11518	2.36107	0.0	0.0	59.9729	0.0	0.0	0.0	28.7665	61.8547	65.39736	5.34231	7.48514	4.33601	0.39803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91326	1.1758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11473	8.31725	15.4625	17.04987	6.80064	0.0	0.00352	0.00937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis|t__SGB17307	50.88316	33.42827	46.10783	7.26806	33.17882	27.83787	13.18283	46.83033	49.75542	64.42384	64.39235	0.0	0.0	0.0	0.0	71.2335	38.1453	34.60264	0.0	0.0	0.0	0.39144	0.0	0.0	0.0	0.0	0.13448	0.03299	0.0	0.0	0.0	0.07826	1.34345	0.62127	62.34475	55.99192	42.9701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.61291	36.19496	4.67472	6.99355	52.00316	45.31123	42.97353	3.0116	0.0	0.0	45.9858	72.69121	66.95381	8.49174	16.51513	17.05852	46.09797	1.42017	0.32562	57.95398	2.75593	34.19823	0.0	0.0	0.0	13.46883	8.63665	0.0	0.00118	18.39066	19.63045	25.92132	0.0	26.55504	21.0891	12.98486	21.58254	4.47737	7.20567	0.0	23.10393	32.11999	4.55282	0.72054	0.27983	0.01059	59.50426	30.15352	51.53446	0.0	0.0	0.0	0.0	22.69571	0.0	62.45583	32.67531	19.53011	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__SGB7039	49.11684	66.57173	53.89217	0.0	0.0	0.0	1.41211	6.11518	2.36107	0.0	0.0	56.97726	0.0	0.0	0.0	28.7665	61.8547	65.39736	0.0	0.0	0.0	0.39803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91326	1.1758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11473	0.22814	15.4625	17.04987	6.80064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria	0.0	0.0	0.0	10.41585	4.66092	7.90983	0.21737	0.10452	0.0	0.6656	0.22905	0.0	0.05894	0.0	0.0	0.0	0.0	0.0	0.22323	0.00783	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92745	0.74347	2.00704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33304	0.00284	0.51997	0.40366	0.57545	0.0608	2.96855	4.32268	2.02747	1.36131	0.05191	0.25666	0.02083	0.0	0.8763	0.0	1.6135	0.00871	0.0824	0.0	0.0	0.0	16.89592	2.62165	0.74357	0.24999	0.49915	1.5043	1.58421	5.15241	0.09233	0.10349	0.0	0.3076	0.41687	0.2438	19.67199	5.52667	0.59832	7.50986	0.09668	0.27068	0.03882	0.02457	0.0	0.0	0.00577	0.15571	0.0	0.0	0.0	0.0	0.0	0.03838	0.04464	0.12372	0.69114	0.30875	2.70823	0.77523	1.7928
k__Bacteria|p__Bacteroidetes	0.0	0.0	0.0	2.5937	4.60245	0.55383	26.49248	14.31814	7.94486	1.74373	0.14467	2.41269	1.08983	0.0	0.0	0.0	0.0	0.0	2.66615	0.27516	23.73237	0.50499	0.0	24.51866	0.0	0.00984	0.0	0.0	5.36987	0.0	0.0	0.32034	2.66782	0.41187	4.00808	4.25696	10.37874	0.0	1.09532	0.0	0.0	20.48577	0.0	0.0	0.0	0.0	4.87704	1.49664	3.28113	2.06325	0.25815	0.05851	0.72195	8.14492	3.28063	0.80375	8.32708	1.85626	0.35989	1.22973	4.87349	1.5209	0.24533	16.86852	1.54494	23.26856	0.0	1.46193	2.56782	1.9229	1.75967	1.56433	3.02763	7.50254	6.88973	13.52907	1.49208	8.2431	0.07874	0.95933	0.66052	2.78467	17.86301	2.59858	0.01589	2.84723	3.67533	4.03746	1.60928	2.29644	0.11737	0.00376	0.15486	0.70458	0.0	0.02029	0.0	0.86473	2.02781	0.64915	36.9482	4.75754	2.9237	4.97864	19.49453	7.89905	6.98992
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0	0.0	0.0	10.41585	4.66092	7.90983	0.21737	0.10452	0.0	0.6656	0.22905	0.0	0.05894	0.0	0.0	0.0	0.0	0.0	0.22323	0.00783	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92745	0.74347	2.00704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33304	0.00284	0.51997	0.40366	0.57545	0.0608	2.96855	4.32268	2.02747	1.36131	0.05191	0.25666	0.02083	0.0	0.8763	0.0	1.6135	0.00871	0.0824	0.0	0.0	0.0	16.89592	2.62165	0.74357	0.24999	0.49915	1.5043	1.58421	5.15241	0.09233	0.10349	0.0	0.3076	0.41687	0.2438	19.67199	5.52667	0.59832	7.50986	0.09668	0.27068	0.03882	0.02457	0.0	0.0	0.00577	0.15571	0.0	0.0	0.0	0.0	0.0	0.03838	0.04464	0.12372	0.69114	0.30875	2.70823	0.77523	1.7928
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0	0.0	0.0	8.87004	16.54616	1.22239	7.35628	3.72976	1.9356	2.41833	0.28261	2.51761	0.67367	0.0	0.0	0.0	0.0	0.0	21.3696	5.26512	1.2646	0.04878	0.0	0.0	0.0	0.0	0.0	0.09857	0.09287	0.0	0.0	0.0	0.0	0.0	0.45935	0.46356	1.50461	0.0	0.0	0.0	0.0	6.13299	0.0	0.0	0.0	0.71858	8.16053	3.94019	22.06617	14.55616	18.10885	3.02767	27.44491	7.54042	14.13405	19.73265	18.14582	7.61504	2.79859	0.04857	0.47873	0.0	11.97173	0.88833	4.92036	0.0	1.70181	5.25718	5.89852	2.60024	1.97075	8.00485	6.8874	3.07042	7.79798	3.57038	4.71469	6.16016	0.0	3.50036	4.34999	1.93912	5.70818	2.54375	0.10511	2.45085	1.81204	2.08864	1.01189	2.85452	0.0	0.0	2.12674	1.72262	13.33594	0.0	0.0	1.67231	13.1434	5.28399	4.84153	1.27359	1.43285	2.96909	3.49923	1.57273	1.27974
k__Bacteria|p__Firmicutes|c__Clostridia	0.0	0.0	0.0	5.77567	4.83388	0.59204	2.35463	3.02807	0.66555	0.0	0.0	0.0	0.03269	0.0	0.0	0.0	0.0	0.0	0.80408	0.51594	38.19533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14509	0.09106	0.0	0.14272	0.0	0.0	9.75367	7.50199	9.09993	0.0	0.0	0.0	0.0	1.21473	0.0	0.0	0.0	0.0	8.69153	0.21216	3.81101	5.57632	0.33569	0.16252	0.96613	0.5036	2.02237	0.30843	0.40709	0.02438	0.0	0.0	0.4478	0.0	0.16929	0.31389	0.01701	0.0	0.0	0.02763	0.10457	2.01087	0.25795	0.23739	0.30865	2.13348	7.05675	7.63381	0.02772	0.23414	0.0	0.93412	0.62632	4.57035	0.0	5.82753	0.0	6.48951	4.4233	1.08609	0.65144	0.57287	0.0	0.0	0.01531	0.13355	0.0	0.0	0.0	0.0	0.0515	0.0	4.12616	4.79171	6.77611	4.91672	8.06037	2.81563	2.95505
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.0	0.0	0.0	2.5937	4.60245	0.55383	25.68445	13.00137	7.94486	1.74373	0.14467	2.41269	1.08983	0.0	0.0	0.0	0.0	0.0	2.66615	0.27516	23.72984	0.50499	0.0	24.51866	0.0	0.00984	0.0	0.0	5.36987	0.0	0.0	0.32034	2.66782	0.41187	4.00808	4.25696	10.37874	0.0	1.09532	0.0	0.0	20.45397	0.0	0.0	0.0	0.0	4.87704	1.49664	3.28113	2.06325	0.25815	0.05851	0.72195	8.14492	3.28063	0.80375	8.32708	1.85626	0.35989	1.22973	4.87349	1.5209	0.24533	16.86852	1.54494	23.26856	0.0	1.46193	2.56782	1.9229	1.75967	1.50476	3.02763	7.50254	6.88973	13.52907	1.49208	8.2431	0.07874	0.95933	0.66052	2.78467	17.86301	2.59858	0.01589	2.84723	3.67533	4.03746	1.60928	2.29644	0.11737	0.00376	0.15486	0.70458	0.0	0.02029	0.0	0.86473	2.02781	0.64915	36.9482	4.75754	2.9237	4.97864	19.20076	7.89905	6.78232
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0	0.0	0.0	1.85447	2.027	0.0	0.19083	0.0395	0.03504	1.12816	0.39725	0.03447	0.0	0.0	0.0	0.0	0.0	0.0	0.36307	0.0	0.0059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98743	3.86574	2.16541	0.0	0.01809	0.0	0.0	0.07168	0.0	0.0	0.0	0.0	8.94504	0.03762	7.41429	7.84854	0.09018	6.242	0.55183	2.30031	1.71495	0.6853	7.57473	0.08596	0.0	0.0	0.07627	0.0	2.13638	1.56345	1.68934	0.0	0.0	0.11877	3.07183	4.7022	3.92764	0.30436	0.27571	4.76665	3.76254	5.71146	1.95831	0.43095	0.0	1.27093	1.21162	5.30408	0.0	4.53678	0.1385	0.29115	0.33603	0.34966	1.1469	0.45052	0.0	0.0	0.33334	1.19413	0.0	0.0	0.0	0.0	0.51854	0.0	0.0	1.9118	1.96388	1.04971	1.7283	0.84628	1.11686
k__Bacteria|p__Firmicutes|c__Tissierellia	0.0	0.0	0.0	0.1269	0.54051	0.0	13.24187	8.66973	6.62652	0.28548	0.09902	0.0	0.21328	0.0	0.0	0.0	0.0	0.0	3.18798	0.62132	8.91125	0.0	0.0	0.0	0.0	0.06181	0.0	0.16193	0.74918	0.0	0.0	0.74458	1.47652	0.0	1.21727	1.00327	2.81369	0.0	0.0	0.0	0.0	4.99703	0.0	0.0	0.0	0.0	1.78393	2.80635	2.10943	1.62964	0.01052	0.09733	0.07192	0.36113	0.27183	0.047	1.20041	0.06536	0.04077	1.87077	5.39794	0.0	0.08384	3.3151	0.35416	0.02125	0.0	0.27075	0.94198	2.46555	0.99234	0.43713	1.23677	14.17861	5.85387	3.67262	2.07908	5.76819	0.0	1.83511	0.58515	2.84391	0.0	3.47581	0.05975	0.5181	0.31544	1.12335	0.46927	0.57304	0.0	0.0	0.16634	0.32854	0.0	0.0	0.0	0.00322	1.98563	0.59365	17.89771	0.63203	1.34594	1.19296	15.03959	25.29777	12.38505
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.0	0.0	0.0	14.36431	7.49546	1.65193	4.49406	3.60699	6.45973	5.89746	3.79525	0.0	10.22126	0.0	3.28139	0.0	0.0	0.0	5.85416	10.31812	10.14393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15056	0.0	0.0	0.01391	1.94533	0.0	13.46909	9.12892	10.77473	0.18574	40.95062	30.57223	0.0	4.06148	0.0	0.0	0.0	0.0	20.1421	0.88451	26.4423	20.86812	2.57943	2.85813	1.37246	7.69176	8.31494	8.22375	6.18919	3.96343	2.07502	0.19211	0.76556	0.59178	0.79476	20.6898	4.36373	0.0	1.10082	1.6493	12.13084	22.43801	28.34035	1.39825	2.02341	22.32539	8.86865	6.3316	2.09056	0.29314	0.0	2.21824	3.42118	8.63733	0.0	4.19181	4.07662	9.36485	3.61332	5.05096	3.30927	2.97491	52.67997	30.98876	3.49535	2.76774	0.0	0.0	0.0	16.83396	7.45475	0.0	0.08571	10.83149	3.94032	11.20374	12.87894	5.64217	8.01722
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.0	0.0	0.0	10.41585	4.66092	7.90983	0.21737	0.10452	0.0	0.6656	0.22905	0.0	0.05894	0.0	0.0	0.0	0.0	0.0	0.22323	0.00783	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92745	0.74347	2.00704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33304	0.00284	0.51997	0.40366	0.57545	0.0608	2.96855	4.32268	2.02747	1.36131	0.05191	0.25666	0.02083	0.0	0.8763	0.0	1.6135	0.00871	0.0824	0.0	0.0	0.0	16.89592	2.62165	0.74357	0.24999	0.49915	1.5043	1.58421	5.15241	0.09233	0.10349	0.0	0.3076	0.41687	0.2438	19.67199	5.52667	0.59832	7.50986	0.09668	0.27068	0.03882	0.02457	0.0	0.0	0.00577	0.15571	0.0	0.0	0.0	0.0	0.0	0.03838	0.04464	0.12372	0.69114	0.30875	2.70823	0.77523	1.7928
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0	0.0	0.0	8.87004	16.54616	1.22239	7.35628	3.72976	1.9356	2.41833	0.28261	2.51761	0.67367	0.0	0.0	0.0	0.0	0.0	21.3696	5.26512	1.2646	0.04878	0.0	0.0	0.0	0.0	0.0	0.09857	0.09287	0.0	0.0	0.0	0.0	0.0	0.45935	0.46356	1.50461	0.0	0.0	0.0	0.0	6.13299	0.0	0.0	0.0	0.71858	8.16053	3.94019	22.06617	14.55616	18.10885	3.02767	27.44491	7.54042	14.13405	19.73265	18.14582	7.61504	2.79859	0.04857	0.47873	0.0	11.97173	0.88833	4.92036	0.0	1.70181	5.25718	5.89852	2.60024	1.97075	8.00485	6.8874	3.07042	7.79798	3.57038	4.71469	6.16016	0.0	3.50036	4.34999	1.93912	5.70818	2.54375	0.10511	2.45085	1.81204	2.08864	1.01189	2.85452	0.0	0.0	2.12674	1.72262	13.33594	0.0	0.0	1.67231	13.1434	5.28399	4.84153	1.27359	1.43285	2.96909	3.49718	1.57273	1.27974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	0.0	0.0	0.0	5.77567	4.83388	0.59204	2.35463	3.02807	0.66555	0.0	0.0	0.0	0.03269	0.0	0.0	0.0	0.0	0.0	0.80408	0.51594	38.19533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14509	0.09106	0.0	0.14272	0.0	0.0	9.75367	7.50199	9.09993	0.0	0.0	0.0	0.0	1.21473	0.0	0.0	0.0	0.0	8.69153	0.21216	3.81101	5.57632	0.33569	0.16252	0.96613	0.5036	2.02237	0.30843	0.40709	0.02438	0.0	0.0	0.4478	0.0	0.16929	0.31389	0.01701	0.0	0.0	0.02763	0.10457	2.01087	0.25795	0.23739	0.30865	2.13348	7.05675	7.63381	0.02772	0.23414	0.0	0.93412	0.62632	4.57035	0.0	5.82753	0.0	6.48951	4.4233	1.08609	0.65144	0.57287	0.0	0.0	0.01531	0.13355	0.0	0.0	0.0	0.0	0.0515	0.0	4.12616	4.79171	6.77611	4.91672	8.06037	2.81563	2.95505
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.0	0.0	0.0	2.5937	4.60245	0.55383	25.68445	13.00137	7.94486	1.74373	0.14467	2.41269	1.08983	0.0	0.0	0.0	0.0	0.0	2.66615	0.27516	23.72984	0.50499	0.0	24.51866	0.0	0.00984	0.0	0.0	5.36987	0.0	0.0	0.32034	2.66782	0.41187	4.00808	4.25696	10.37874	0.0	1.09532	0.0	0.0	20.45397	0.0	0.0	0.0	0.0	4.87704	1.49664	3.28113	2.06325	0.25815	0.05851	0.72195	8.14492	3.28063	0.80375	8.32708	1.85626	0.35989	1.22973	4.87349	1.5209	0.24533	16.86852	1.54494	23.26856	0.0	1.46193	2.56782	1.9229	1.75967	1.50476	3.02763	7.50254	6.88973	13.52907	1.49208	8.2431	0.07874	0.95933	0.66052	2.78467	17.86301	2.59858	0.01589	2.84723	3.67533	4.03746	1.60928	2.29644	0.11737	0.00376	0.15486	0.70458	0.0	0.02029	0.0	0.86473	2.02781	0.64915	36.9482	4.75754	2.9237	4.97864	19.20076	7.89905	6.78232
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0	0.0	0.0	1.85447	2.02477	0.0	0.16782	0.02076	0.03504	1.12816	0.39725	0.03447	0.0	0.0	0.0	0.0	0.0	0.0	0.18612	0.0	0.00444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98743	3.86574	2.16541	0.0	0.01809	0.0	0.0	0.07168	0.0	0.0	0.0	0.0	8.94504	0.03762	7.41429	7.84854	0.09018	6.242	0.55183	2.30031	1.71495	0.6853	7.57473	0.08596	0.0	0.0	0.07627	0.0	2.13638	1.56345	1.68934	0.0	0.0	0.11877	3.07183	4.7022	3.92764	0.30436	0.27571	4.76665	3.76254	5.71146	1.95831	0.43095	0.0	1.26129	1.21162	5.30408	0.0	4.53678	0.1385	0.29115	0.33603	0.34966	1.1469	0.45052	0.0	0.0	0.33334	1.19413	0.0	0.0	0.0	0.0	0.51854	0.0	0.0	1.9118	1.96362	1.04971	1.63197	0.83479	1.11049
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified	0.0	0.0	0.0	0.11443	0.43475	0.0	3.48162	1.42348	1.07663	0.26688	0.09902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03822	0.04081	2.11982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37266	0.0	0.0	0.01651	0.0	0.0	0.94507	0.80672	1.95439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97292	0.00646	1.2376	1.15732	0.01052	0.09524	0.07192	0.3511	0.13883	0.047	0.98173	0.0	0.0	0.0	0.20386	0.0	0.06352	3.08848	0.20144	0.0	0.0	0.0	0.90253	2.23989	0.98752	0.22453	0.14015	10.05617	3.21693	2.89023	0.98518	0.07043	0.0	0.19394	0.47602	2.3211	0.0	2.30571	0.05975	0.3792	0.19717	0.73094	0.46927	0.57006	0.0	0.0	0.16211	0.32057	0.0	0.0	0.0	0.00322	0.83714	0.0	0.0	0.4159	0.22644	0.2897	2.77235	0.87317	2.60079
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0	0.0	0.0	0.01625	0.06449	0.0	0.09398	0.03697	0.2612	0.01944	0.02208	0.0	0.01994	0.0	0.0	0.0	0.0	0.0	4.8132	2.51274	0.00064	0.04435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12824	0.08231	0.19619	0.03339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20468	0.49117	0.16166	0.25503	0.0	0.0	0.0	0.14404	0.09646	0.0	0.0	0.0091	0.0033	0.48684	0.60156	0.0	0.00177	0.00597	0.92612	0.04923	0.0	0.00367	0.15134	0.49231	0.1592	0.00719	0.0	1.26419	0.96509	1.0306	0.18229	0.07149	0.09427	0.15873	0.51709	0.36747	0.0	0.0	0.0264	0.07829	0.17461	0.00432	0.0	0.0073	0.0	0.0	0.01127	0.0	0.0	0.0	0.0	0.0	0.3325	0.07955	0.0	0.08636	0.0781	0.0	0.19583	0.29166	0.43534
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.0	0.0	0.0	0.01246	0.10577	0.0	9.76024	7.24625	5.54989	0.0186	0.0	0.0	0.21328	0.0	0.0	0.0	0.0	0.0	3.14976	0.58051	6.79143	0.0	0.0	0.0	0.0	0.06181	0.0	0.16193	0.37652	0.0	0.0	0.72806	1.47652	0.0	0.2722	0.19655	0.8593	0.0	0.0	0.0	0.0	4.99703	0.0	0.0	0.0	0.0	0.81101	2.79989	0.87184	0.47232	0.0	0.00209	0.0	0.01003	0.133	0.0	0.21868	0.06536	0.04077	1.87077	5.19409	0.0	0.02032	0.22662	0.15272	0.02125	0.0	0.27075	0.03946	0.22566	0.00482	0.2126	1.09663	4.12244	2.63693	0.78239	1.0939	5.69776	0.0	1.64117	0.10913	0.5228	0.0	1.1701	0.0	0.1389	0.11827	0.39241	0.0	0.00298	0.0	0.0	0.00423	0.00797	0.0	0.0	0.0	0.0	1.1485	0.59365	17.89771	0.21613	1.1195	0.90326	12.26723	24.4246	9.78427
